Incident_ID,Opened_At,Closed_At,Opened_By,Assigned_To,Priority,Impact,Urgency,Category,Subcategory,Status,Resolution_Code,Resolved_By,Short_Description,Description,Updated_At
INC000135,2025-07-06 14:00:00,2025-07-09 10:00:00,user128,user354,Medium,High,Medium,Hardware,Laptop,Closed,Solved Remotely,user554,Issue 135 - Security related,"Detailed description of incident 135, auto-generated for testing.",2025-07-10 06:00:00
INC000136,2025-07-06 15:00:00,,user8,user275,Medium,Medium,High,Hardware,Laptop,In Progress,,,Issue 136 - Software related,"Detailed description of incident 136, auto-generated for testing.",2025-07-09 12:00:00
INC000137,2025-07-06 16:00:00,,user101,user292,High,High,High,Network,WAN,In Progress,,,Issue 137 - Network related,"Detailed description of incident 137, auto-generated for testing.",2025-07-07 21:00:00
INC000138,2025-07-06 17:00:00,2025-07-08 11:00:00,user41,user247,Medium,Low,High,Software,OS,Resolved,Not Reproducible,user405,Issue 138 - Software related,"Detailed description of incident 138, auto-generated for testing.",2025-07-07 18:00:00
INC000139,2025-07-06 18:00:00,,user146,user257,Critical,Medium,High,Network,LAN,In Progress,,,Issue 139 - Software related,"Detailed description of incident 139, auto-generated for testing.",2025-07-07 20:00:00
INC000140,2025-07-06 19:00:00,2025-07-07 10:00:00,user54,user222,Critical,Low,Low,Software,Email,Closed,Workaround Provided,user479,Issue 140 - Database related,"Detailed description of incident 140, auto-generated for testing.",2025-07-07 09:00:00
INC000141,2025-07-06 20:00:00,2025-07-08 03:00:00,user45,user283,Low,High,Medium,Hardware,Laptop,Closed,Solved Remotely,user462,Issue 141 - Hardware related,"Detailed description of incident 141, auto-generated for testing.",2025-07-10 08:00:00
INC000142,2025-07-06 21:00:00,,user133,user364,Low,Low,Low,Security,Access,Open,,,Issue 142 - Hardware related,"Detailed description of incident 142, auto-generated for testing.",2025-07-08 14:00:00
INC000143,2025-07-06 22:00:00,,user132,user338,High,Medium,Medium,Database,MySQL,In Progress,,,Issue 143 - Software related,"Detailed description of incident 143, auto-generated for testing.",2025-07-10 12:00:00
INC000144,2025-07-06 23:00:00,,user13,user236,Medium,Low,Low,Hardware,Laptop,In Progress,,,Issue 144 - Hardware related,"Detailed description of incident 144, auto-generated for testing.",2025-07-10 21:00:00
INC000145,2025-07-07 00:00:00,,user183,user335,Critical,Medium,High,Software,Email,Open,,,Issue 145 - Database related,"Detailed description of incident 145, auto-generated for testing.",2025-07-07 13:00:00
INC000146,2025-07-07 01:00:00,,user148,user300,Medium,High,Low,Network,WAN,Open,,,Issue 146 - Software related,"Detailed description of incident 146, auto-generated for testing.",2025-07-09 19:00:00
INC000147,2025-07-07 02:00:00,2025-07-07 13:00:00,user143,user258,High,High,Low,Hardware,Laptop,Resolved,Solved Remotely,user588,Issue 147 - Software related,"Detailed description of incident 147, auto-generated for testing.",2025-07-07 05:00:00
INC000148,2025-07-07 03:00:00,,user55,user212,Low,Low,High,Security,Malware,In Progress,,,Issue 148 - Network related,"Detailed description of incident 148, auto-generated for testing.",2025-07-07 17:00:00
INC000149,2025-07-07 04:00:00,,user43,user272,Critical,Low,High,Software,OS,Open,,,Issue 149 - Security related,"Detailed description of incident 149, auto-generated for testing.",2025-07-09 07:00:00
INC000150,2025-07-07 05:00:00,,user38,user206,Low,High,Medium,Network,WAN,Open,,,Issue 150 - Network related,"Detailed description of incident 150, auto-generated for testing.",2025-07-09 09:00:00
INC000151,2025-07-07 06:00:00,2025-07-09 21:00:00,user32,user236,Critical,High,Medium,Database,SQL Server,Closed,Solved Remotely,user595,Issue 151 - Database related,"Detailed description of incident 151, auto-generated for testing.",2025-07-08 18:00:00
INC000152,2025-07-07 07:00:00,,user12,user355,Low,Low,Low,Software,Email,Open,,,Issue 152 - Hardware related,"Detailed description of incident 152, auto-generated for testing.",2025-07-10 05:00:00
INC000153,2025-07-07 08:00:00,,user30,user312,Low,High,Low,Network,VPN,Open,,,Issue 153 - Network related,"Detailed description of incident 153, auto-generated for testing.",2025-07-07 10:00:00
INC000154,2025-07-07 09:00:00,,user4,user301,High,Medium,Low,Database,MySQL,In Progress,,,Issue 154 - Database related,"Detailed description of incident 154, auto-generated for testing.",2025-07-08 06:00:00
INC000155,2025-07-07 10:00:00,2025-07-10 07:00:00,user48,user248,Medium,Medium,High,Network,VPN,Closed,Solved via On-Site,user433,Issue 155 - Software related,"Detailed description of incident 155, auto-generated for testing.",2025-07-08 18:00:00
INC000156,2025-07-07 11:00:00,,user59,user377,Low,Low,Medium,Database,SQL Server,Open,,,Issue 156 - Hardware related,"Detailed description of incident 156, auto-generated for testing.",2025-07-09 18:00:00
INC000157,2025-07-07 12:00:00,2025-07-10 01:00:00,user45,user359,Critical,Low,Low,Database,MySQL,Resolved,Solved via On-Site,user468,Issue 157 - Network related,"Detailed description of incident 157, auto-generated for testing.",2025-07-08 06:00:00
INC000158,2025-07-07 13:00:00,2025-07-10 09:00:00,user1,user354,Medium,High,Medium,Database,MySQL,Resolved,Not Reproducible,user455,Issue 158 - Database related,"Detailed description of incident 158, auto-generated for testing.",2025-07-10 10:00:00
INC000159,2025-07-07 14:00:00,,user5,user224,Medium,High,Medium,Network,VPN,Open,,,Issue 159 - Security related,"Detailed description of incident 159, auto-generated for testing.",2025-07-07 22:00:00
INC000160,2025-07-07 15:00:00,2025-07-10 13:00:00,user17,user314,Low,Medium,High,Database,SQL Server,Resolved,Solved via On-Site,user583,Issue 160 - Hardware related,"Detailed description of incident 160, auto-generated for testing.",2025-07-08 07:00:00
INC000161,2025-07-07 16:00:00,,user178,user241,Low,Low,High,Software,Application,In Progress,,,Issue 161 - Software related,"Detailed description of incident 161, auto-generated for testing.",2025-07-10 21:00:00
INC000162,2025-07-07 17:00:00,2025-07-09 09:00:00,user134,user226,Low,Low,Low,Security,Access,Resolved,Not Reproducible,user572,Issue 162 - Software related,"Detailed description of incident 162, auto-generated for testing.",2025-07-08 22:00:00
INC000163,2025-07-07 18:00:00,2025-07-09 18:00:00,user99,user325,Medium,Low,Low,Security,Phishing,Resolved,Not Reproducible,user533,Issue 163 - Hardware related,"Detailed description of incident 163, auto-generated for testing.",2025-07-10 11:00:00
INC000164,2025-07-07 19:00:00,,user119,user276,High,Low,Low,Database,Oracle,In Progress,,,Issue 164 - Database related,"Detailed description of incident 164, auto-generated for testing.",2025-07-10 15:00:00
INC000165,2025-07-07 20:00:00,,user112,user241,Low,Medium,Low,Security,Malware,Open,,,Issue 165 - Database related,"Detailed description of incident 165, auto-generated for testing.",2025-07-11 13:00:00
INC000166,2025-07-07 21:00:00,2025-07-10 07:00:00,user98,user354,Medium,Medium,Low,Security,Malware,Closed,Solved Remotely,user464,Issue 166 - Database related,"Detailed description of incident 166, auto-generated for testing.",2025-07-11 20:00:00
INC000167,2025-07-07 22:00:00,,user30,user236,Medium,Low,Medium,Database,MySQL,In Progress,,,Issue 167 - Hardware related,"Detailed description of incident 167, auto-generated for testing.",2025-07-11 05:00:00
INC000168,2025-07-07 23:00:00,,user12,user234,Critical,Medium,Medium,Database,SQL Server,Open,,,Issue 168 - Network related,"Detailed description of incident 168, auto-generated for testing.",2025-07-11 10:00:00
INC000169,2025-07-08 00:00:00,,user8,user207,Low,Low,High,Software,OS,Open,,,Issue 169 - Software related,"Detailed description of incident 169, auto-generated for testing.",2025-07-09 23:00:00
INC000170,2025-07-08 01:00:00,,user131,user278,High,Medium,High,Hardware,Laptop,In Progress,,,Issue 170 - Hardware related,"Detailed description of incident 170, auto-generated for testing.",2025-07-09 02:00:00
INC000171,2025-07-08 02:00:00,2025-07-09 07:00:00,user162,user223,Critical,High,Medium,Network,VPN,Resolved,Solved Remotely,user487,Issue 171 - Security related,"Detailed description of incident 171, auto-generated for testing.",2025-07-08 12:00:00
INC000172,2025-07-08 03:00:00,,user153,user305,Low,Medium,High,Database,SQL Server,Open,,,Issue 172 - Software related,"Detailed description of incident 172, auto-generated for testing.",2025-07-08 18:00:00
INC000173,2025-07-08 04:00:00,,user172,user319,Critical,Low,High,Database,Oracle,In Progress,,,Issue 173 - Database related,"Detailed description of incident 173, auto-generated for testing.",2025-07-10 02:00:00
INC000174,2025-07-08 05:00:00,,user143,user339,Low,High,Low,Security,Malware,Open,,,Issue 174 - Security related,"Detailed description of incident 174, auto-generated for testing.",2025-07-09 17:00:00
INC000175,2025-07-08 06:00:00,2025-07-08 09:00:00,user174,user397,Critical,Low,High,Software,Application,Resolved,Solved via On-Site,user551,Issue 175 - Security related,"Detailed description of incident 175, auto-generated for testing.",2025-07-12 10:00:00
INC000176,2025-07-08 07:00:00,,user124,user246,High,High,High,Security,Phishing,Open,,,Issue 176 - Network related,"Detailed description of incident 176, auto-generated for testing.",2025-07-11 21:00:00
INC000177,2025-07-08 08:00:00,2025-07-09 13:00:00,user184,user231,Critical,High,High,Database,Oracle,Resolved,Solved Remotely,user419,Issue 177 - Network related,"Detailed description of incident 177, auto-generated for testing.",2025-07-09 15:00:00
INC000178,2025-07-08 09:00:00,,user99,user292,Critical,Medium,Medium,Database,SQL Server,In Progress,,,Issue 178 - Hardware related,"Detailed description of incident 178, auto-generated for testing.",2025-07-11 10:00:00
INC000179,2025-07-08 10:00:00,2025-07-08 18:00:00,user32,user376,Critical,Medium,Medium,Security,Phishing,Closed,Solved via On-Site,user418,Issue 179 - Software related,"Detailed description of incident 179, auto-generated for testing.",2025-07-11 00:00:00
INC000180,2025-07-08 11:00:00,,user3,user262,Low,High,Low,Database,SQL Server,Open,,,Issue 180 - Database related,"Detailed description of incident 180, auto-generated for testing.",2025-07-11 09:00:00
INC000181,2025-07-08 12:00:00,,user141,user352,Low,High,High,Hardware,Printer,In Progress,,,Issue 181 - Database related,"Detailed description of incident 181, auto-generated for testing.",2025-07-09 01:00:00
INC000182,2025-07-08 13:00:00,,user22,user246,High,High,Medium,Network,VPN,Open,,,Issue 182 - Security related,"Detailed description of incident 182, auto-generated for testing.",2025-07-10 12:00:00
INC000183,2025-07-08 14:00:00,2025-07-08 19:00:00,user76,user304,Critical,Low,Low,Network,VPN,Closed,Workaround Provided,user419,Issue 183 - Software related,"Detailed description of incident 183, auto-generated for testing.",2025-07-11 05:00:00
INC000184,2025-07-08 15:00:00,2025-07-11 09:00:00,user49,user298,Medium,Medium,High,Network,VPN,Closed,Solved via On-Site,user472,Issue 184 - Software related,"Detailed description of incident 184, auto-generated for testing.",2025-07-09 23:00:00
INC000185,2025-07-08 16:00:00,,user96,user355,Critical,Low,Low,Hardware,Laptop,Open,,,Issue 185 - Software related,"Detailed description of incident 185, auto-generated for testing.",2025-07-10 02:00:00
INC000186,2025-07-08 17:00:00,2025-07-11 08:00:00,user99,user254,Medium,Medium,Low,Database,Oracle,Resolved,Solved via On-Site,user539,Issue 186 - Database related,"Detailed description of incident 186, auto-generated for testing.",2025-07-09 05:00:00
INC000187,2025-07-08 18:00:00,2025-07-09 11:00:00,user24,user322,Medium,Low,High,Security,Malware,Closed,Not Reproducible,user463,Issue 187 - Database related,"Detailed description of incident 187, auto-generated for testing.",2025-07-10 11:00:00
INC000188,2025-07-08 19:00:00,,user74,user202,Critical,Medium,Medium,Software,OS,In Progress,,,Issue 188 - Software related,"Detailed description of incident 188, auto-generated for testing.",2025-07-11 22:00:00
INC000189,2025-07-08 20:00:00,,user16,user302,Medium,High,High,Database,SQL Server,In Progress,,,Issue 189 - Software related,"Detailed description of incident 189, auto-generated for testing.",2025-07-09 07:00:00
INC000190,2025-07-08 21:00:00,,user186,user257,Medium,High,High,Hardware,Printer,Open,,,Issue 190 - Hardware related,"Detailed description of incident 190, auto-generated for testing.",2025-07-09 00:00:00
INC000191,2025-07-08 22:00:00,,user61,user233,Critical,Medium,High,Hardware,Laptop,Open,,,Issue 191 - Software related,"Detailed description of incident 191, auto-generated for testing.",2025-07-12 13:00:00
INC000192,2025-07-08 23:00:00,2025-07-11 12:00:00,user142,user291,Low,High,Medium,Network,LAN,Closed,Not Reproducible,user449,Issue 192 - Software related,"Detailed description of incident 192, auto-generated for testing.",2025-07-11 00:00:00
INC000193,2025-07-09 00:00:00,2025-07-09 13:00:00,user75,user393,Critical,High,High,Database,Oracle,Closed,Solved Remotely,user569,Issue 193 - Security related,"Detailed description of incident 193, auto-generated for testing.",2025-07-13 04:00:00
INC000194,2025-07-09 01:00:00,2025-07-11 09:00:00,user82,user209,High,Low,Medium,Network,WAN,Resolved,Workaround Provided,user509,Issue 194 - Hardware related,"Detailed description of incident 194, auto-generated for testing.",2025-07-11 08:00:00
INC000195,2025-07-09 02:00:00,,user167,user256,Medium,Medium,Low,Software,Application,In Progress,,,Issue 195 - Database related,"Detailed description of incident 195, auto-generated for testing.",2025-07-09 04:00:00
INC000196,2025-07-09 03:00:00,,user63,user232,High,High,Medium,Network,WAN,In Progress,,,Issue 196 - Software related,"Detailed description of incident 196, auto-generated for testing.",2025-07-11 20:00:00
INC000197,2025-07-09 04:00:00,2025-07-11 09:00:00,user165,user260,Medium,Medium,Low,Software,Application,Resolved,Not Reproducible,user587,Issue 197 - Security related,"Detailed description of incident 197, auto-generated for testing.",2025-07-11 10:00:00
INC000198,2025-07-09 05:00:00,2025-07-09 12:00:00,user22,user351,Low,Low,Low,Hardware,Printer,Closed,Solved Remotely,user416,Issue 198 - Software related,"Detailed description of incident 198, auto-generated for testing.",2025-07-10 05:00:00
INC000199,2025-07-09 06:00:00,2025-07-11 10:00:00,user151,user241,Medium,Medium,High,Network,LAN,Closed,Workaround Provided,user428,Issue 199 - Database related,"Detailed description of incident 199, auto-generated for testing.",2025-07-10 13:00:00
INC000200,2025-07-09 07:00:00,2025-07-10 15:00:00,user131,user329,Critical,Low,Medium,Network,VPN,Resolved,Solved via On-Site,user449,Issue 200 - Software related,"Detailed description of incident 200, auto-generated for testing.",2025-07-13 03:00:00
INC000201,2025-07-09 08:00:00,2025-07-12 05:00:00,user194,user212,Medium,Low,Low,Security,Phishing,Resolved,Not Reproducible,user436,Issue 201 - Software related,"Detailed description of incident 201, auto-generated for testing.",2025-07-11 09:00:00
INC000202,2025-07-09 09:00:00,,user13,user278,High,Low,Low,Hardware,Printer,Open,,,Issue 202 - Database related,"Detailed description of incident 202, auto-generated for testing.",2025-07-11 07:00:00
INC000203,2025-07-09 10:00:00,,user124,user337,Critical,High,Medium,Security,Malware,Open,,,Issue 203 - Software related,"Detailed description of incident 203, auto-generated for testing.",2025-07-09 18:00:00
